pop_record_id,city,district,stat_year,source_id,source_url,indicator_name,indicator_value,indicator_unit,population_scope,age_group,sex_group,urban_rural,note_raw,extract_method,manual_check_flag
pop_bf8fb3a6bf40,南通,启东市,2020,NT_POP_7C_AGE_2021,https://tjj.nantong.gov.cn/ntstj/tjgb/content/207c7940-dff2-47d9-89dd-cd939acfe4f8.html,age_share_of_population,9.45,percent,resident,0-14,,,地区年龄结构占比,table_regex,0
pop_3d40f973646f,南通,启东市,2020,NT_POP_7C_AGE_2021,https://tjj.nantong.gov.cn/ntstj/tjgb/content/207c7940-dff2-47d9-89dd-cd939acfe4f8.html,age_share_of_population,55.07,percent,resident,15-59,,,地区年龄结构占比,table_regex,0
pop_07fb6870ef28,南通,启东市,2020,NT_POP_7C_AGE_2021,https://tjj.nantong.gov.cn/ntstj/tjgb/content/207c7940-dff2-47d9-89dd-cd939acfe4f8.html,age_share_of_population,35.48,percent,resident,60+,,,地区年龄结构占比,table_regex,0
pop_72a7bcd90165,南通,启东市,2020,NT_POP_7C_AGE_2021,https://tjj.nantong.gov.cn/ntstj/tjgb/content/207c7940-dff2-47d9-89dd-cd939acfe4f8.html,age_share_of_population,25.98,percent,resident,65+,,,地区年龄结构占比,table_regex,0
pop_f05851b584bb,南通,如皋市,2020,NT_POP_7C_AGE_2021,https://tjj.nantong.gov.cn/ntstj/tjgb/content/207c7940-dff2-47d9-89dd-cd939acfe4f8.html,age_share_of_population,12.28,percent,resident,0-14,,,地区年龄结构占比,table_regex,0
pop_371e36a9df6e,南通,如皋市,2020,NT_POP_7C_AGE_2021,https://tjj.nantong.gov.cn/ntstj/tjgb/content/207c7940-dff2-47d9-89dd-cd939acfe4f8.html,age_share_of_population,56.55,percent,resident,15-59,,,地区年龄结构占比,table_regex,0
pop_127a5a793676,南通,如皋市,2020,NT_POP_7C_AGE_2021,https://tjj.nantong.gov.cn/ntstj/tjgb/content/207c7940-dff2-47d9-89dd-cd939acfe4f8.html,age_share_of_population,31.17,percent,resident,60+,,,地区年龄结构占比,table_regex,0
pop_cf4e27040659,南通,如皋市,2020,NT_POP_7C_AGE_2021,https://tjj.nantong.gov.cn/ntstj/tjgb/content/207c7940-dff2-47d9-89dd-cd939acfe4f8.html,age_share_of_population,23.84,percent,resident,65+,,,地区年龄结构占比,table_regex,0
pop_a2148ae3965b,南通,海安市,2020,NT_POP_7C_AGE_2021,https://tjj.nantong.gov.cn/ntstj/tjgb/content/207c7940-dff2-47d9-89dd-cd939acfe4f8.html,age_share_of_population,9.58,percent,resident,0-14,,,地区年龄结构占比,table_regex,0
pop_be7d8bafb5fa,南通,海安市,2020,NT_POP_7C_AGE_2021,https://tjj.nantong.gov.cn/ntstj/tjgb/content/207c7940-dff2-47d9-89dd-cd939acfe4f8.html,age_share_of_population,57.88,percent,resident,15-59,,,地区年龄结构占比,table_regex,0
pop_a9b63c8e15fc,南通,海安市,2020,NT_POP_7C_AGE_2021,https://tjj.nantong.gov.cn/ntstj/tjgb/content/207c7940-dff2-47d9-89dd-cd939acfe4f8.html,age_share_of_population,32.54,percent,resident,60+,,,地区年龄结构占比,table_regex,0
pop_c17835e2ee13,南通,海安市,2020,NT_POP_7C_AGE_2021,https://tjj.nantong.gov.cn/ntstj/tjgb/content/207c7940-dff2-47d9-89dd-cd939acfe4f8.html,age_share_of_population,24.84,percent,resident,65+,,,地区年龄结构占比,table_regex,0
